City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
371,poum,-20.2333,164.0167,23.1,71,31,6.04,NC,1685295292
372,saint-augustin,51.226,-58.6502,5.81,94,100,2.66,CA,1685295292
373,coracora,-15.0333,-73.7833,16.91,46,99,4.11,PE,1685295292
374,mufumbwe,-13.6833,24.8,17.1,41,5,1.76,ZM,1685295292
375,northview,43.0456,-85.6006,26.61,30,75,4.12,US,1685295293
376,messina,38.1933,15.5497,23.31,72,20,7.2,IT,1685294715
377,paranavai,-23.0731,-52.4653,20.85,76,100,2.04,BR,1685295228
378,kibaha,-6.7667,38.9167,21.45,86,99,1.58,TZ,1685295293
379,lokachi,50.737,24.6494,18.19,76,88,3.0,UA,1685295293
380,cedar falls,42.5278,-92.4455,27.9,27,0,2.57,US,1685295293
381,iqaluit,63.7506,-68.5145,-2.15,68,20,6.17,CA,1685295293
382,ketchikan,55.3422,-131.6461,11.26,93,100,7.2,US,1685295293
383,wum,6.3833,10.0667,20.03,94,99,1.51,CM,1685295293
384,shelburne,44.0787,-80.2041,22.98,33,73,2.15,CA,1685295293
385,maumere,-8.6199,122.2111,23.66,68,2,2.48,ID,1685295294
386,gravelbourg,49.8834,-106.5512,16.15,69,98,2.22,CA,1685295294
387,plettenberg bay,-34.0527,23.3716,11.31,65,0,1.75,ZA,1685295294
388,ruangwa,-10.0667,38.9333,23.17,67,100,1.39,TZ,1685295294
389,dicabisagan,17.0818,122.4157,26.02,87,100,3.71,PH,1685295294
390,ojinaga,29.5667,-104.4167,25.32,73,40,2.06,MX,1685295294
391,kununurra,-15.7667,128.7333,15.99,44,56,3.6,AU,1685295294
392,belaya gora,68.5333,146.4167,6.37,88,100,6.84,RU,1685295294
393,tolga,34.7222,5.3785,31.45,30,79,7.9,DZ,1685295295
394,jiuquan,39.7432,98.5174,14.94,60,100,7.64,CN,1685295295
395,formosa,-26.1775,-58.1781,18.99,77,100,5.66,AR,1685295295
396,piacabucu,-10.4056,-36.4344,27.39,73,38,3.72,BR,1685295295
397,walvis bay,-22.9575,14.5053,15.53,72,0,2.57,NA,1685295295
398,mehamn,71.0357,27.8492,10.95,66,0,7.72,NO,1685295295
399,vysokogornyy,50.1167,139.15,4.23,99,100,1.83,RU,1685295295
400,valdosta,30.8327,-83.2785,24.43,59,20,3.6,US,1685295295
401,abu zabad,12.35,29.25,30.44,45,67,3.35,SD,1685295295
402,honiara,-9.4333,159.95,26.9,82,94,5.32,SB,1685295295
403,ulladulla,-35.35,150.4667,11.15,78,19,3.69,AU,1685295296
404,tilichiki,60.4667,166.1,3.86,82,87,2.4,RU,1685295296
405,qinggang,46.6833,126.0833,9.88,62,1,2.43,CN,1685295296
406,ukholovo,53.7929,40.4892,10.39,82,45,3.28,RU,1685295296
407,natalinsk,56.4739,57.8698,19.62,61,41,2.84,RU,1685295296
408,kushiro,42.975,144.3747,10.19,98,83,0.61,JP,1685295296
409,vardo,70.3705,31.1107,7.99,81,75,5.14,NO,1685295296
410,bonthe,7.5264,-12.505,29.15,75,87,3.99,SL,1685295296
411,wakkanai,45.4094,141.6739,9.81,95,100,4.06,JP,1685295296
412,ferkessedougou,9.6,-5.2,32.1,50,43,0.51,CI,1685295297
413,zhigansk,66.7697,123.3711,5.3,96,100,2.46,RU,1685295297
414,yuanping,38.7153,112.7575,18.84,68,96,0.5,CN,1685295204
415,luderitz,-26.6481,15.1594,10.91,89,0,2.03,NA,1685295297
416,lata,40.1629,-8.3327,17.26,88,100,2.68,PT,1685295297
417,jatai,-17.8814,-51.7144,29.36,34,94,1.51,BR,1685295098
418,at-bashi,41.1702,75.8106,9.09,52,59,0.96,KG,1685295297
419,tessalit,20.1986,1.0114,37.12,17,21,6.93,ML,1685295297
420,dhidhdhoo,6.8833,73.1,29.56,75,97,7.16,MV,1685295297
421,makakilo city,21.3469,-158.0858,23.89,76,0,2.06,US,1685295297
422,saint-francois,46.4154,3.9054,25.69,36,0,3.6,FR,1685295297
423,kaeo,-35.1,173.7833,17.96,95,86,6.04,NZ,1685295298
424,contamana,-7.3333,-75.0167,26.59,92,90,1.23,PE,1685295298
425,paoua,7.2427,16.4406,22.38,80,100,1.85,CF,1685295298
426,nador,35.174,-2.9287,24.04,53,20,4.63,MA,1685295298
427,eydhafushi,5.1033,73.0708,28.7,77,73,6.61,MV,1685295298
428,sundumbili,-29.1337,31.3975,21.61,64,23,3.14,ZA,1685295298
429,khromtau,50.2503,58.4347,19.67,35,64,3.78,KZ,1685295298
430,morelos,18.75,-99.0,27.43,38,16,3.19,MX,1685295298
431,manggar,-2.8833,108.2667,27.77,81,97,3.67,ID,1685295298
432,kaohsiung,22.6163,120.3133,26.97,82,40,3.09,TW,1685295260
433,gat,31.61,34.7642,27.67,29,40,5.66,IL,1685295030
434,ostersund,63.1792,14.6357,5.9,41,0,11.83,SE,1685295298
435,kisangani,0.5167,25.2,22.43,99,100,1.48,CD,1685295299
436,san pedro,14.35,121.0167,29.57,72,40,3.6,PH,1685295299
437,puyo,-1.4667,-77.9833,20.58,94,75,5.66,EC,1685295014
438,toora-khem,52.4675,96.11,5.97,60,91,0.7,RU,1685295299
439,inuvik,68.3499,-133.7218,3.48,75,75,3.6,CA,1685295013
440,tuy hoa,13.0833,109.3,24.94,92,9,1.45,VN,1685295299
441,yugorsk,61.3133,63.3319,17.58,81,100,1.02,RU,1685295061
442,pouembout,-21.1333,164.9,18.33,86,4,1.81,NC,1685295299
443,huambo,-12.7761,15.7392,20.89,73,50,2.57,AO,1685295299
444,sembakung,3.8167,117.25,24.22,99,98,0.26,ID,1685295299
445,north bend,43.4065,-124.2243,19.02,71,0,8.23,US,1685295299
446,koungheul,13.9833,-14.8,43.09,13,91,5.1,SN,1685295299
447,puerto quijarro,-17.7833,-57.7667,19.15,99,100,3.34,BO,1685295300
448,luhyny,51.082,28.4006,11.73,58,6,3.08,UA,1685295300
449,ouargaye,11.5033,0.0572,37.25,28,100,3.2,BF,1685295300
450,klaksvik,62.2266,-6.589,9.51,81,100,10.14,FO,1685295300
451,pucallpa,-8.3791,-74.5539,32.02,58,75,4.12,PE,1685295300
452,fairbanks,64.8378,-147.7164,14.49,53,75,2.57,US,1685295092
453,santa cruz de la palma,28.6835,-17.7642,23.08,68,75,2.57,ES,1685295300
454,west bay,19.3667,-81.4167,31.04,75,20,2.57,KY,1685295300
455,tromso,69.6496,18.957,7.01,81,75,8.23,NO,1685295199
456,duartina,-22.4144,-49.4039,23.64,93,100,0.9,BR,1685295300
457,dorokhovo,55.5506,36.3744,9.45,65,61,1.38,RU,1685295300
458,dalbandin,28.8947,64.4101,30.77,12,4,3.01,PK,1685295301
459,te anau,-45.4167,167.7167,9.83,97,100,0.83,NZ,1685295301
460,quatre cocos,-20.2078,57.7625,24.06,79,59,9.0,MU,1685295301
461,kirakira,-10.4544,161.9205,28.82,70,93,7.46,SB,1685295301
462,rincon,32.296,-81.2354,18.81,84,100,4.63,US,1685295301
463,soponya,47.0149,18.4534,18.4,74,5,1.46,HU,1685295301
464,jumla,29.2747,82.1838,11.27,89,30,1.14,NP,1685295301
465,teya,60.3778,92.6267,6.99,85,50,0.53,RU,1685295301
466,guasdualito,7.2424,-70.7324,29.98,74,20,1.54,VE,1685295301
467,port blair,11.6667,92.75,29.02,84,40,2.06,IN,1685295302
468,algarrobo,10.1869,-74.5753,30.95,67,99,2.56,CO,1685295302
469,holme,56.1138,10.1725,13.76,58,12,6.69,DK,1685295302
470,alofi,-19.0595,-169.9187,24.94,94,1,3.09,NU,1685295302
471,rio gallegos,-51.6226,-69.2181,9.03,61,0,6.69,AR,1685295092
472,herat,34.5,62.0,22.91,19,22,10.76,AF,1685295302
473,golaghat,26.5167,93.9667,25.33,72,0,0.41,IN,1685295302
474,stykkisholmur,65.0757,-22.7297,7.58,96,100,4.52,IS,1685295302
475,gonbad-e qabus,37.25,55.1672,27.53,49,23,4.6,IR,1685295170
476,carupano,10.6678,-63.2585,26.84,85,90,9.11,VE,1685295302
477,kota kinabalu,5.9749,116.0724,26.99,83,20,1.54,MY,1685295224
478,palmer,42.1584,-72.3287,29.76,38,0,4.63,US,1685295303
479,nelson bay,-32.7167,152.15,13.33,72,19,3.58,AU,1685295303
480,traverse city,44.7631,-85.6206,27.69,27,20,3.6,US,1685295303
481,mazagao,-0.115,-51.2894,32.03,79,96,1.16,BR,1685295303
482,san matias,-16.3667,-58.4,26.14,75,99,4.43,BO,1685295303
483,barra do garcas,-15.89,-52.2567,33.32,46,20,1.03,BR,1685295303
484,san policarpo,12.1791,125.5072,27.84,80,100,6.41,PH,1685295303
485,pyaozerskiy,65.8333,31.1667,7.81,74,100,7.04,RU,1685295303
486,bantou,26.2151,117.4893,23.72,83,0,1.2,CN,1685295303
487,chino valley,34.7575,-112.4538,25.97,19,0,5.14,US,1685295303
488,lexington,37.9887,-84.4777,16.07,84,100,3.6,US,1685295304
489,linxia,35.6003,103.2064,14.37,68,99,1.27,CN,1685295304
490,kjopsvik,68.097,16.3742,5.93,98,100,3.65,NO,1685295304
491,fuerte olimpo,-21.0415,-57.8738,17.61,98,100,4.04,PY,1685295304
492,mechetinskaya,46.7713,40.456,18.52,82,100,2.86,RU,1685295304
493,araouane,18.9048,-3.5265,38.75,17,90,4.98,ML,1685295304
494,kirovsk,48.6375,38.6428,15.15,92,55,2.91,UA,1685295304
495,palatka,29.6486,-81.6376,27.81,51,14,0.89,US,1685295304
496,salalah,17.0151,54.0924,30.05,84,40,3.6,OM,1685295305
497,redmond,47.674,-122.1215,15.68,77,73,1.99,US,1685295305
498,peyima,8.7,-11.0333,29.86,64,47,0.24,SL,1685295305
499,ixtapa,20.7,-105.2,29.57,62,0,4.12,MX,1685295305
500,novosheshminsk,55.0651,51.2338,18.48,77,77,2.88,RU,1685295305
501,chapais,49.7834,-74.8492,15.88,27,34,5.87,CA,1685295305
502,tornabe,15.75,-87.55,32.99,55,20,6.17,HN,1685295305
503,opuwo,-18.0607,13.84,19.04,38,7,3.16,NA,1685295305
504,ocampo,21.65,-101.5,23.84,34,0,4.85,MX,1685295305
505,kautokeino,69.0125,23.0412,10.41,41,93,7.37,NO,1685295305
506,tezu,27.9167,96.1667,24.27,64,1,1.58,IN,1685295306
507,vytegra,61.0064,36.4481,8.79,49,0,2.53,RU,1685295306
508,saiha,22.4833,92.9667,21.2,85,0,0.83,IN,1685295306
509,gizo,-8.103,156.8419,27.58,78,100,3.02,SB,1685295306
510,pangkalanbuun,-2.6833,111.6167,23.4,93,93,0.74,ID,1685295306
511,himmaste,58.0878,27.0909,18.01,53,72,1.96,EE,1685295306
512,sampang,-7.1872,113.2394,22.61,85,23,1.36,ID,1685295306
513,haines junction,60.7522,-137.5108,10.97,50,73,3.09,CA,1685295306
514,broken arrow,36.0526,-95.7908,28.1,51,0,2.57,US,1685295306
515,jian,27.1172,114.9793,27.16,72,0,0.6,CN,1685295306
516,affery,6.315,-3.9603,25.53,96,75,1.78,CI,1685295307
517,luba,3.4568,8.5547,26.94,86,85,5.51,GQ,1685295307
518,paita,-5.0892,-81.1144,26.23,69,48,5.57,PE,1685295307
519,shakawe,-18.3667,21.85,20.17,25,0,2.23,BW,1685295307
